key,value
40424,40424
9998,9998
31953,31953
17923,17923
41445,41445
34589,34589
41851,41851
48221,48221
31083,31083
15628,15628
39917,39917
34032,34032
37293,37293
32456,32456
34185,34185
31578,31578
45832,45832
32420,32420
17715,17715
43385,43385
4545,4545
36085,36085
45557,45557
47317,47317
28045,28045
32985,32985
50179,50179
33458,33458
41380,41380
11463,11463
21210,21210
34819,34819
41540,41540
46074,46074
28660,28660
28464,28464
45047,45047
34793,34793
16014,16014
37996,37996
46788,46788
47591,47591
29936,29936
44254,44254
26908,26908
40296,40296
30081,30081
50177,50177
2852,2852
40322,40322
31561,31561
15126,15126
44997,44997
34065,34065
33260,33260
43488,43488
18184,18184
32139,32139
35139,35139
40801,40801
48789,48789
37211,37211
21959,21959
44396,44396
49558,49558
9908,9908
44288,44288
50925,50925
45139,45139
31020,31020
38991,38991
50615,50615
32551,32551
43571,43571
39209,39209
46315,46315
34032,34032
46652,46652
31333,31333
12505,12505
33506,33506
46920,46920
47365,47365
47658,47658
40106,40106
23710,23710
42941,42941
48277,48277
39544,39544
31999,31999
43640,43640
36219,36219
38583,38583
33159,33159
41071,41071
39605,39605
13222,13222
31126,31126
14397,14397
41295,41295
18412,18412
47272,47272
40015,40015
25856,25856
32318,32318
33997,33997
39551,39551
33735,33735
40396,40396
34007,34007
31757,31757
42231,42231
36815,36815
41990,41990
32780,32780
23338,23338
35520,35520
45045,45045
51152,51152
31784,31784
37387,37387
32363,32363
13051,13051
31362,31362
17476,17476
43602,43602
45169,45169
45258,45258
33692,33692
27028,27028
48892,48892
43185,43185
39629,39629
48293,48293
50495,50495
38592,38592
10685,10685
4914,4914
6584,6584
33025,33025
17479,17479
49442,49442
39452,39452
37639,37639
7557,7557
38068,38068
39621,39621
44151,44151
34095,34095
44114,44114
26287,26287
36290,36290
17235,17235
44476,44476
19120,19120
20907,20907
45386,45386
39286,39286
41640,41640
32249,32249
48210,48210
50047,50047
44164,44164
36648,36648
34340,34340
32691,32691
45794,45794
37280,37280
44350,44350
42805,42805
47727,47727
39847,39847
30251,30251
34062,34062
1799,1799
36643,36643
35075,35075
45325,45325
40377,40377
50167,50167
45727,45727
49427,49427
34346,34346
18559,18559
50068,50068
41245,41245
34698,34698
44972,44972
34674,34674
33760,33760
44993,44993
34492,34492
27799,27799
39576,39576
34221,34221
31356,31356
48468,48468
49892,49892
8960,8960
19771,19771
23661,23661
34535,34535
32931,32931
44817,44817
44590,44590
30056,30056
44495,44495
42791,42791
39447,39447
37113,37113
31392,31392
40978,40978
41035,41035
33505,33505
42437,42437
34882,34882
6325,6325
37858,37858
47008,47008
49006,49006
34746,34746
43930,43930
26238,26238
37285,37285
47566,47566
33189,33189
49037,49037
1197,1197
38193,38193
32491,32491
39969,39969
48820,48820
46663,46663
37297,37297
40960,40960
16127,16127
32513,32513
43557,43557
39012,39012
12435,12435
49802,49802
3526,3526
31354,31354
34397,34397
32929,32929
43528,43528
42456,42456
7153,7153
21274,21274
38846,38846
31396,31396
48860,48860
32114,32114
36279,36279
45373,45373
49323,49323
36179,36179
46966,46966
34007,34007
44335,44335
5152,5152
43409,43409
35723,35723
50173,50173
12141,12141
35118,35118
34482,34482
37591,37591
49467,49467
41110,41110
46825,46825
34052,34052
49414,49414
10279,10279
44232,44232
32056,32056
33998,33998
42208,42208
32426,32426
38266,38266
26234,26234
39865,39865
16915,16915
4167,4167
8519,8519
50281,50281
50724,50724
41308,41308
36338,36338
43768,43768
17284,17284
32399,32399
36109,36109
33194,33194
32473,32473
42258,42258
48888,48888
22412,22412
22499,22499
47472,47472
36178,36178
38955,38955
49699,49699
34462,34462
50172,50172
46099,46099
31201,31201
45168,45168
39447,39447
17625,17625
36314,36314
1516,1516
10626,10626
49240,49240
45483,45483
26667,26667
35348,35348
40725,40725
47590,47590
33139,33139
49595,49595
33758,33758
40082,40082
33369,33369
35795,35795
49589,49589
35990,35990
44053,44053
43708,43708
51191,51191
41473,41473
32811,32811
38175,38175
49816,49816
42853,42853
50648,50648
35439,35439
42474,42474
41337,41337
5438,5438
48677,48677
41961,41961
31357,31357
11732,11732
49671,49671
44414,44414
41406,41406
34105,34105
3024,3024
9606,9606
41361,41361
46055,46055
38515,38515
34858,34858
32645,32645
36231,36231
16674,16674
39041,39041
36079,36079
292,292
36849,36849
13191,13191
42025,42025
355,355
44413,44413
40055,40055
1772,1772
35282,35282
32572,32572
34818,34818
36261,36261
38388,38388
48461,48461
43912,43912
49622,49622
33271,33271
35553,35553
45879,45879
43716,43716
45000,45000
42925,42925
45245,45245
17579,17579
17701,17701
34312,34312
27829,27829
36329,36329
38501,38501
45381,45381
29761,29761
28772,28772
38823,38823
45579,45579
30103,30103
48034,48034
47380,47380
24634,24634
31858,31858
46353,46353
45881,45881
40826,40826
35330,35330
2184,2184
45260,45260
40376,40376
45876,45876
40624,40624
50190,50190
40443,40443
33687,33687
1742,1742
32318,32318
17936,17936
35723,35723
32924,32924
44649,44649
45804,45804
48672,48672
47254,47254
48709,48709
31713,31713
35912,35912
46734,46734
16686,16686
33702,33702
6629,6629
47196,47196
4836,4836
46111,46111
1042,1042
43031,43031
46982,46982
50185,50185
34397,34397
33786,33786
44886,44886
1592,1592
45678,45678
31060,31060
35387,35387
35182,35182
24041,24041
47839,47839
38800,38800
41084,41084
50223,50223
48721,48721
2108,2108
49977,49977
45008,45008
45541,45541
31518,31518
37914,37914
4588,4588
33335,33335
4404,4404
50674,50674
41948,41948
8838,8838
39241,39241
23502,23502
33503,33503
49718,49718
48145,48145
49257,49257
32622,32622
47030,47030
45086,45086
45964,45964
1765,1765
35478,35478
4001,4001
33459,33459
39245,39245
43331,43331
36569,36569
3138,3138
28833,28833
17238,17238
38544,38544
44481,44481
38948,38948
39879,39879
46918,46918
25078,25078
45616,45616
46538,46538
35930,35930
44989,44989
13064,13064
35964,35964
31287,31287
36485,36485
49495,49495
50303,50303
41256,41256
45454,45454
42930,42930
37656,37656
51095,51095
22805,22805
40368,40368
49536,49536
37643,37643
44845,44845
40800,40800
41915,41915
43433,43433
9134,9134
46730,46730
42849,42849
3720,3720
32195,32195
32853,32853
50286,50286
49289,49289
14203,14203
46712,46712
50790,50790
32298,32298
33539,33539
43759,43759
38240,38240
31308,31308
35050,35050
15361,15361
8465,8465
33065,33065
35194,35194
44737,44737
32907,32907
8229,8229
39753,39753
31329,31329
40902,40902
45676,45676
45426,45426
46683,46683
44703,44703
22355,22355
51154,51154
43349,43349
38997,38997
6399,6399
11712,11712
43537,43537
43277,43277
34436,34436
46978,46978
39057,39057
34315,34315
41155,41155
46862,46862
51033,51033
47547,47547
45032,45032
42100,42100
36290,36290
42828,42828
39823,39823
32226,32226
36491,36491
37006,37006
7839,7839
44918,44918
35527,35527
32421,32421
31463,31463
47255,47255
43858,43858
17971,17971
49561,49561
2515,2515
38551,38551
28832,28832
42659,42659
8741,8741
31204,31204
26724,26724
3223,3223
20297,20297
23246,23246
46996,46996
45077,45077
43561,43561
41263,41263
47459,47459
49365,49365
47736,47736
35534,35534
44929,44929
46844,46844
1955,1955
3706,3706
42037,42037
37499,37499
34116,34116
44742,44742
32418,32418
37529,37529
47347,47347
50855,50855
48999,48999
45736,45736
37421,37421
46180,46180
8297,8297
40203,40203
22939,22939
12078,12078
50726,50726
2434,2434
38993,38993
14292,14292
45209,45209
24887,24887
49476,49476
42078,42078
42654,42654
32142,32142
43556,43556
33819,33819
391,391
38966,38966
443,443
40835,40835
20498,20498
39281,39281
43727,43727
48501,48501
5200,5200
50618,50618
44322,44322
47879,47879
11906,11906
48121,48121
40760,40760
39900,39900
29301,29301
30971,30971
33717,33717
41562,41562
3742,3742
44415,44415
50056,50056
45642,45642
25003,25003
39119,39119
44073,44073
19137,19137
49595,49595
37114,37114
47436,47436
45861,45861
30970,30970
35088,35088
30391,30391
31534,31534
36437,36437
50040,50040
45885,45885
30945,30945
36733,36733
2407,2407
30189,30189
4447,4447
41969,41969
2566,2566
39590,39590
34061,34061
47700,47700
31651,31651
31068,31068
43738,43738
35842,35842
11920,11920
35423,35423
38130,38130
47648,47648
9629,9629
3965,3965
45679,45679
37404,37404
1881,1881
43053,43053
39879,39879
35416,35416
46370,46370
50458,50458
33995,33995
43468,43468
10785,10785
48944,48944
9176,9176
34443,34443
36970,36970
49848,49848
42906,42906
42468,42468
47088,47088
47064,47064
9656,9656
34683,34683
49609,49609
37437,37437
3485,3485
42132,42132
45852,45852
48062,48062
37783,37783
26147,26147
45551,45551
31076,31076
5611,5611
10058,10058
21529,21529
2285,2285
628,628
44532,44532
42312,42312
47454,47454
36522,36522
6218,6218
45107,45107
37220,37220
42718,42718
12064,12064
30735,30735
49925,49925
39230,39230
43829,43829
34193,34193
20555,20555
41217,41217
27183,27183
36533,36533
35287,35287
49005,49005
37946,37946
47433,47433
4468,4468
32262,32262
22097,22097
20636,20636
43371,43371
3165,3165
8815,8815
31815,31815
42473,42473
4637,4637
44849,44849
30333,30333
41483,41483
41609,41609
36963,36963
38261,38261
43967,43967
36544,36544
48995,48995
49323,49323
23723,23723
31206,31206
37765,37765
37966,37966
4506,4506
32305,32305
7371,7371
50882,50882
45341,45341
20604,20604
35396,35396
40603,40603
50663,50663
46198,46198
12434,12434
19825,19825
36911,36911
22027,22027
35811,35811
13458,13458
50663,50663
51155,51155
39059,39059
3568,3568
48619,48619
48051,48051
561,561
18124,18124
20447,20447
39982,39982
38583,38583
13007,13007
29754,29754
44890,44890
26310,26310
34433,34433
31321,31321
31216,31216
36970,36970
37193,37193
38567,38567
41497,41497
33841,33841
40660,40660
49614,49614
38025,38025
33951,33951
4701,4701
42530,42530
49288,49288
39713,39713
46359,46359
45796,45796
36893,36893
33707,33707
42640,42640
38953,38953
46366,46366
46573,46573
35350,35350
42472,42472
47798,47798
9093,9093
42289,42289
34617,34617
38540,38540
50548,50548
36786,36786
34724,34724
32736,32736
48786,48786
41304,41304
35995,35995
10402,10402
37961,37961
48854,48854
46196,46196
48690,48690
20236,20236
9007,9007
3841,3841
46066,46066
51039,51039
34644,34644
32852,32852
42467,42467
11823,11823
39306,39306
34776,34776
38140,38140
10734,10734
35609,35609
42157,42157
38944,38944
38287,38287
37489,37489
48639,48639
39484,39484
42551,42551
46293,46293
37933,37933
8513,8513
50723,50723
41061,41061
33754,33754
36188,36188
25949,25949
47299,47299
24074,24074
48746,48746
48043,48043
36311,36311
32305,32305
49712,49712
35228,35228
13556,13556
47792,47792
46581,46581
18641,18641
48925,48925
4769,4769
48457,48457
33961,33961
49723,49723
2493,2493
35990,35990
43223,43223
44950,44950
49794,49794
22641,22641
39152,39152
42928,42928
34487,34487
35191,35191
30997,30997
46885,46885
22172,22172
39120,39120
10564,10564
42876,42876
14802,14802
44490,44490
47392,47392
47834,47834
41846,41846
37705,37705
41435,41435
2258,2258
46467,46467
33899,33899
35704,35704
36205,36205
41935,41935
35613,35613
41596,41596
44576,44576
41094,41094
49354,49354
36845,36845
38576,38576
31394,31394
43010,43010
19270,19270
15782,15782
32246,32246
46846,46846
37155,37155
27514,27514
31707,31707
27322,27322
43986,43986
35481,35481
32619,32619
39122,39122
41463,41463
36126,36126
32027,32027
48018,48018
47406,47406
38962,38962
49960,49960
47475,47475
50250,50250
30925,30925
36339,36339
49243,49243
45905,45905
32670,32670
42484,42484
36516,36516
36884,36884
46231,46231
36924,36924
37199,37199
43885,43885
43632,43632
21187,21187
39748,39748
47473,47473
38906,38906
48858,48858
42476,42476
50383,50383
42958,42958
50298,50298
43302,43302
14017,14017
32341,32341
39395,39395
18654,18654
49296,49296
35079,35079
45395,45395
32632,32632
31358,31358
37626,37626
50170,50170
51041,51041
32694,32694
35964,35964
45749,45749
1469,1469
35127,35127
11796,11796
47039,47039
48618,48618
19668,19668
48368,48368
43593,43593
26824,26824
40446,40446
17662,17662
49049,49049
47384,47384
33186,33186
35720,35720
47791,47791
35160,35160
32966,32966
49343,49343
50341,50341
40837,40837
33138,33138
43026,43026
38953,38953
31987,31987
30830,30830
43060,43060
42463,42463
46824,46824
33360,33360
2769,2769
38555,38555
50042,50042
48707,48707
2319,2319
42913,42913
32528,32528
46100,46100
39907,39907
47129,47129
36969,36969
32966,32966
36967,36967
44539,44539
6524,6524
36260,36260
44404,44404
35879,35879
39776,39776
35269,35269
42016,42016
13590,13590
25559,25559
38362,38362
44801,44801
35558,35558
41112,41112
28638,28638
48938,48938
48333,48333
46139,46139
42397,42397
9707,9707
35931,35931
27234,27234
44371,44371
40468,40468
11288,11288
39492,39492
47149,47149
34008,34008
44095,44095
43315,43315
41745,41745
33935,33935
33365,33365
38379,38379
33794,33794
34974,34974
34079,34079
2200,2200
47920,47920
32828,32828
33679,33679
49074,49074
48838,48838
43010,43010
41407,41407
9452,9452
33226,33226
32423,32423
13213,13213
36519,36519
8049,8049
39000,39000
50748,50748
47914,47914
48069,48069
26834,26834
34384,34384
38693,38693
34312,34312
36055,36055
38316,38316
36598,36598
33472,33472
47584,47584
43460,43460
17654,17654
31024,31024
50153,50153
49546,49546
42208,42208
49951,49951
35237,35237
12322,12322
26483,26483
48378,48378
4325,4325
36082,36082
43027,43027
45618,45618
48281,48281
45548,45548
23798,23798
24812,24812
37940,37940
41702,41702
47744,47744
37741,37741
47193,47193
10037,10037
39023,39023
44052,44052
9826,9826
39575,39575
50722,50722
40108,40108
31306,31306
31908,31908
38961,38961
21620,21620
36470,36470
45891,45891
41893,41893
35703,35703
49127,49127
46386,46386
44955,44955
34798,34798
32785,32785
32475,32475
48496,48496
15426,15426
40786,40786
39725,39725
36638,36638
41861,41861
44829,44829
50994,50994
43898,43898
50136,50136
24834,24834
50751,50751
48168,48168
50864,50864
39463,39463
38084,38084
47513,47513
33728,33728
35564,35564
47850,47850
33492,33492
39614,39614
45663,45663
36490,36490
41363,41363
32179,32179
33722,33722
17740,17740
47765,47765
40538,40538
30813,30813
25914,25914
45175,45175
39410,39410
17824,17824
9111,9111
39509,39509
37764,37764
41712,41712
21213,21213
44193,44193
40597,40597
9949,9949
48721,48721
40015,40015
47484,47484
50512,50512
37735,37735
24160,24160
37942,37942
33793,33793
799,799
47765,47765
49509,49509
41680,41680
48098,48098
39349,39349
9047,9047
1375,1375
15828,15828
42322,42322
30934,30934
44478,44478
28843,28843
31927,31927
36063,36063
48924,48924
41767,41767
22867,22867
46355,46355
43103,43103
37968,37968
34645,34645
40352,40352
2230,2230
42056,42056
23089,23089
9411,9411
43053,43053
15883,15883
34902,34902
23233,23233
39977,39977
50129,50129
36840,36840
30092,30092
46315,46315
43039,43039
30934,30934
29832,29832
47044,47044
32915,32915
36823,36823
50167,50167
49668,49668
36725,36725
23443,23443
43591,43591
32531,32531
48177,48177
31244,31244
45979,45979
47110,47110
41683,41683
690,690
46098,46098
35045,35045
41578,41578
37056,37056
43344,43344
35170,35170
32428,32428
45121,45121
38323,38323
33331,33331
9628,9628
44649,44649
38476,38476
35451,35451
44532,44532
50856,50856
46859,46859
33277,33277
43259,43259
37640,37640
45250,45250
36186,36186
48455,48455
27061,27061
40833,40833
41531,41531
42848,42848
40812,40812
49247,49247
34667,34667
33971,33971
39421,39421
33143,33143
16419,16419
45772,45772
37196,37196
32046,32046
32685,32685
36854,36854
35607,35607
49388,49388
32528,32528
40638,40638
33978,33978
46686,46686
46999,46999
33331,33331
28859,28859
23715,23715
39345,39345
35051,35051
32339,32339
41755,41755
32649,32649
31360,31360
44142,44142
37007,37007
44278,44278
46958,46958
34517,34517
49012,49012
48039,48039
38579,38579
21672,21672
44345,44345
34754,34754
47402,47402
23151,23151
15092,15092
44412,44412
37412,37412
34469,34469
40901,40901
3716,3716
21930,21930
31086,31086
3476,3476
35282,35282
48811,48811
36741,36741
37240,37240
43096,43096
30756,30756
39015,39015
39052,39052
33686,33686
14385,14385
51121,51121
33523,33523
42715,42715
39933,39933
32630,32630
34075,34075
49371,49371
48854,48854
4359,4359
32351,32351
46077,46077
27920,27920
20645,20645
32414,32414
45579,45579
37553,37553
32855,32855
26931,26931
39747,39747
47589,47589
41832,41832
41792,41792
46807,46807
47007,47007
42468,42468
44457,44457
46583,46583
705,705
31219,31219
34849,34849
40906,40906
39888,39888
35034,35034
12945,12945
45107,45107
49209,49209
50161,50161
48602,48602
50899,50899
44308,44308
44992,44992
39012,39012
45399,45399
21564,21564
38156,38156
39605,39605
36235,36235
47338,47338
1852,1852
32441,32441
30748,30748
35242,35242
27699,27699
51051,51051
46638,46638
38839,38839
40914,40914
39189,39189
35307,35307
41322,41322
7017,7017
43414,43414
51095,51095
31839,31839
32320,32320
25168,25168
32092,32092
46668,46668
19519,19519
38609,38609
43842,43842
40109,40109
39845,39845
40385,40385
37304,37304
5502,5502
43753,43753
35799,35799
38015,38015
30624,30624
43620,43620
8718,8718
45141,45141
3535,3535
46052,46052
7551,7551
48590,48590
4735,4735
31602,31602
32979,32979
48101,48101
45822,45822
33710,33710
41593,41593
43945,43945
37051,37051
43633,43633
32403,32403
3658,3658
19142,19142
37485,37485
51047,51047
33389,33389
33475,33475
43708,43708
32237,32237
39630,39630
12743,12743
41661,41661
10794,10794
49155,49155
43630,43630
44143,44143
35880,35880
44954,44954
40108,40108
38475,38475
7829,7829
45756,45756
35900,35900
49138,49138
31281,31281
27752,27752
48955,48955
38837,38837
44399,44399
43767,43767
28229,28229
32805,32805
7162,7162
31048,31048
4482,4482
42358,42358
23182,23182
42312,42312
33300,33300
13312,13312
36011,36011
51172,51172
35713,35713
44789,44789
36888,36888
34856,34856
35655,35655
36277,36277
45969,45969
39010,39010
48073,48073
43876,43876
36878,36878
45081,45081
4172,4172
45756,45756
38017,38017
3176,3176
49362,49362
9454,9454
46009,46009
9527,9527
32543,32543
25590,25590
33279,33279
41574,41574
49813,49813
15471,15471
29023,29023
43036,43036
44302,44302
48338,48338
45490,45490
35666,35666
31325,31325
38296,38296
49273,49273
35615,35615
35188,35188
39161,39161
12262,12262
39518,39518
32210,32210
37905,37905
41356,41356
39145,39145
38111,38111
49262,49262
6729,6729
36289,36289
45274,45274
40337,40337
9735,9735
27066,27066
26599,26599
30751,30751
16393,16393
41684,41684
39481,39481
34232,34232
43228,43228
50480,50480
42062,42062
39511,39511
31640,31640
22400,22400
37070,37070
2699,2699
32322,32322
35289,35289
47733,47733
37257,37257
49765,49765
32222,32222
50059,50059
37705,37705
44363,44363
31333,31333
35492,35492
40060,40060
42049,42049
46239,46239
3154,3154
32751,32751
31875,31875
44079,44079
42948,42948
34557,34557
39810,39810
51066,51066
50065,50065
36532,36532
37766,37766
50558,50558
45096,45096
50642,50642
43490,43490
45486,45486
33095,33095
48588,48588
45842,45842
48043,48043
34997,34997
15149,15149
48562,48562
37916,37916
49572,49572
39931,39931
43014,43014
44808,44808
47474,47474
50736,50736
50735,50735
43711,43711
30973,30973
39851,39851
50954,50954
31225,31225
45492,45492
50684,50684
37318,37318
22711,22711
34352,34352
45772,45772
2248,2248
37418,37418
28903,28903
38842,38842
30080,30080
35562,35562
36990,36990
50065,50065
9614,9614
31521,31521
41336,41336
50260,50260
26161,26161
2552,2552
4462,4462
46352,46352
25843,25843
35169,35169
43711,43711
50410,50410
37474,37474
38887,38887
45536,45536
5716,5716
42063,42063
5331,5331
5246,5246
35256,35256
42128,42128
6205,6205
36420,36420
37521,37521
48232,48232
50997,50997
15897,15897
14940,14940
38047,38047
42471,42471
31826,31826
35386,35386
34307,34307
31239,31239
40594,40594
50953,50953
28771,28771
33422,33422
32728,32728
43992,43992
38713,38713
47599,47599
47714,47714
11525,11525
9185,9185
38530,38530
44916,44916
46053,46053
45845,45845
49722,49722
50203,50203
32775,32775
44629,44629
25413,25413
47848,47848
40388,40388
34662,34662
41792,41792
49896,49896
44446,44446
46430,46430
25699,25699
2963,2963
37132,37132
12690,12690
49176,49176
39994,39994
38814,38814
31364,31364
31302,31302
36295,36295
32311,32311
46368,46368
40644,40644
50990,50990
39253,39253
33675,33675
27869,27869
33302,33302
32173,32173
45302,45302
39679,39679
36575,36575
42058,42058
30978,30978
8092,8092
35174,35174
47037,47037
50612,50612
44041,44041
13671,13671
41958,41958
26792,26792
33808,33808
33688,33688
48529,48529
49716,49716
24358,24358
35649,35649
43470,43470
48760,48760
32071,32071
2781,2781
39560,39560
39013,39013
36219,36219
34987,34987
36097,36097
37231,37231
37463,37463
23369,23369
45978,45978
50376,50376
36460,36460
50000,50000
46013,46013
51139,51139
32258,32258
32447,32447
48707,48707
45545,45545
41368,41368
37634,37634
40734,40734
36998,36998
31626,31626
27575,27575
48259,48259
49759,49759
33454,33454
49895,49895
38946,38946
47274,47274
36269,36269
10418,10418
8169,8169
32727,32727
33098,33098
45745,45745
18663,18663
24205,24205
50756,50756
41826,41826
6077,6077
50190,50190
46054,46054
23216,23216
36040,36040
44058,44058
38681,38681
41425,41425
46539,46539
43118,43118
33642,33642
32965,32965
33663,33663
14969,14969
33185,33185
10934,10934
41691,41691
24673,24673
44372,44372
47824,47824
42006,42006
47097,47097
41994,41994
34660,34660
40807,40807
23962,23962
47369,47369
36546,36546
33563,33563
43348,43348
24052,24052
43621,43621
22015,22015
9200,9200
44705,44705
35783,35783
50631,50631
44850,44850
47133,47133
50087,50087
43251,43251
39665,39665
32041,32041
37856,37856
45568,45568
43536,43536
10169,10169
33047,33047
43149,43149
32133,32133
42429,42429
36908,36908
3393,3393
45491,45491
50945,50945
38923,38923
48570,48570
47895,47895
12302,12302
31584,31584
8603,8603
50360,50360
50196,50196
35184,35184
38652,38652
2790,2790
50678,50678
43095,43095
12274,12274
46641,46641
43601,43601
49822,49822
35203,35203
20408,20408
35769,35769
32674,32674
35104,35104
31281,31281
34171,34171
33271,33271
35693,35693
28179,28179
31980,31980
48444,48444
41400,41400
11804,11804
32794,32794
43923,43923
45454,45454
38517,38517
31825,31825
37938,37938
17451,17451
41648,41648
39730,39730
39277,39277
46311,46311
38130,38130
38082,38082
43870,43870
35041,35041
33836,33836
48355,48355
30394,30394
35736,35736
30934,30934
9103,9103
46452,46452
32118,32118
35122,35122
43642,43642
23220,23220
31043,31043
43982,43982
21960,21960
46533,46533
27135,27135
35618,35618
50626,50626
21954,21954
46841,46841
38715,38715
34593,34593
50819,50819
46348,46348
51085,51085
42680,42680
34462,34462
40616,40616
30986,30986
33059,33059
31702,31702
469,469
9718,9718
45280,45280
9421,9421
36354,36354
30766,30766
50582,50582
27655,27655
44117,44117
44524,44524
44579,44579
13106,13106
31952,31952
45201,45201
34376,34376
20833,20833
41558,41558
37770,37770
34889,34889
38694,38694
44786,44786
49098,49098
45243,45243
38105,38105
44281,44281
37062,37062
30839,30839
46978,46978
48597,48597
21258,21258
35092,35092
32587,32587
39685,39685
44345,44345
6530,6530
50930,50930
50931,50931
48847,48847
31048,31048
37811,37811
40000,40000
42391,42391
38525,38525
45142,45142
49271,49271
47631,47631
7848,7848
36569,36569
42071,42071
36946,36946
29447,29447
36082,36082
30548,30548
11123,11123
45356,45356
33223,33223
36378,36378
44603,44603
38504,38504
42540,42540
33559,33559
36501,36501
43957,43957
47612,47612
6392,6392
35178,35178
11509,11509
32007,32007
30733,30733
47005,47005
42410,42410
49238,49238
48681,48681
33850,33850
42883,42883
38669,38669
35824,35824
40918,40918
34663,34663
41890,41890
41102,41102
49907,49907
46632,46632
31263,31263
35951,35951
33231,33231
10330,10330
40599,40599
32804,32804
37384,37384
40053,40053
24331,24331
36247,36247
4160,4160
32716,32716
35231,35231
43654,43654
33767,33767
27346,27346
39485,39485
25617,25617
49436,49436
34326,34326
5456,5456
46516,46516
43965,43965
35636,35636
2122,2122
29404,29404
23972,23972
30910,30910
12786,12786
32838,32838
49242,49242
34861,34861
30434,30434
37935,37935
49516,49516
50341,50341
32496,32496
21118,21118
41591,41591
30906,30906
48198,48198
45984,45984
35793,35793
31086,31086
16230,16230
45156,45156
27967,27967
41211,41211
42907,42907
44970,44970
13118,13118
38687,38687
39543,39543
5258,5258
11488,11488
28650,28650
32387,32387
31393,31393
41709,41709
36871,36871
5868,5868
39112,39112
43942,43942
45594,45594
48178,48178
50088,50088
34023,34023
7913,7913
47954,47954
39374,39374
31825,31825
45288,45288
33504,33504
39475,39475
7022,7022
41749,41749
41382,41382
49712,49712
44290,44290
40209,40209
39549,39549
34488,34488
31629,31629
30224,30224
44713,44713
33842,33842
50541,50541
2276,2276
31383,31383
15281,15281
2041,2041
34983,34983
43556,43556
34435,34435
48165,48165
43362,43362
4309,4309
40915,40915
49154,49154
27624,27624
45668,45668
32490,32490
43816,43816
46066,46066
32203,32203
35440,35440
45288,45288
41810,41810
48600,48600
3894,3894
37439,37439
33320,33320
32014,32014
16726,16726
42345,42345
46389,46389
48694,48694
45946,45946
31617,31617
35470,35470
37148,37148
33056,33056
43248,43248
31508,31508
42162,42162
41038,41038
48874,48874
37988,37988
39195,39195
44776,44776
50950,50950
36094,36094
48222,48222
35526,35526
41789,41789
30205,30205
43863,43863
43273,43273
32549,32549
49651,49651
35550,35550
33480,33480
41287,41287
31198,31198
48705,48705
44865,44865
31993,31993
38913,38913
40674,40674
36442,36442
47254,47254
12077,12077
36394,36394
47633,47633
35980,35980
35855,35855
36913,36913
7908,7908
39398,39398
22385,22385
13573,13573
35328,35328
33161,33161
45903,45903
46500,46500
40606,40606
33524,33524
39946,39946
39901,39901
37261,37261
7977,7977
37604,37604
24380,24380
50726,50726
46698,46698
48994,48994
48135,48135
17894,17894
47195,47195
41635,41635
26766,26766
42326,42326
992,992
37928,37928
20165,20165
46586,46586
35078,35078
16151,16151
32969,32969
32867,32867
31487,31487
50834,50834
44932,44932
30657,30657
46429,46429
37251,37251
13189,13189
33528,33528
50213,50213
30830,30830
39646,39646
33996,33996
44650,44650
35293,35293
42293,42293
38475,38475
15856,15856
8557,8557
3669,3669
41108,41108
48116,48116
42239,42239
7334,7334
34323,34323
31447,31447
36994,36994
24631,24631
38193,38193
32463,32463
42966,42966
46008,46008
42498,42498
13339,13339
43162,43162
44640,44640
48158,48158
14828,14828
46153,46153
40638,40638
16069,16069
31290,31290
50612,50612
14989,14989
8118,8118
37639,37639
49927,49927
20644,20644
44067,44067
40970,40970
43538,43538
43944,43944
31084,31084
11890,11890
35796,35796
50048,50048
32571,32571
49070,49070
49662,49662
44537,44537
28942,28942
36993,36993
35636,35636
50452,50452
47723,47723
46901,46901
31014,31014
34768,34768
19974,19974
24972,24972
37180,37180
11338,11338
48241,48241
49989,49989
36656,36656
33796,33796
50546,50546
35822,35822
31808,31808
50125,50125
40680,40680
974,974
40167,40167
39702,39702
44790,44790
48956,48956
47762,47762
20336,20336
42044,42044
31566,31566
3226,3226
45827,45827
42769,42769
50114,50114
21878,21878
34649,34649
48499,48499
40549,40549
36092,36092
50651,50651
40418,40418
35356,35356
50541,50541
39817,39817
33953,33953
27062,27062
30123,30123
37878,37878
42439,42439
47518,47518
48385,48385
39025,39025
36649,36649
3094,3094
43233,43233
44961,44961
50297,50297
43642,43642
36442,36442
30952,30952
50736,50736
11700,11700
41981,41981
37391,37391
41642,41642
31925,31925
28944,28944
42462,42462
38423,38423
50269,50269
45451,45451
15020,15020
41394,41394
47847,47847
36635,36635
27497,27497
45997,45997
37817,37817
37654,37654
22010,22010
48894,48894
41335,41335
34436,34436
45895,45895
47850,47850
46699,46699
48740,48740
47626,47626
43707,43707
31075,31075
3397,3397
44631,44631
5617,5617
46851,46851
45554,45554
1213,1213
42630,42630
35164,35164
42577,42577
38021,38021
38600,38600
33890,33890
36810,36810
46049,46049
31173,31173
39196,39196
49461,49461
28017,28017
49098,49098
33949,33949
30777,30777
39803,39803
10323,10323
40514,40514
38959,38959
19327,19327
32787,32787
4435,4435
46101,46101
41987,41987
45629,45629
43019,43019
37528,37528
33189,33189
30432,30432
33425,33425
4413,4413
36318,36318
42659,42659
43210,43210
43775,43775
42418,42418
8220,8220
39897,39897
33976,33976
